cod_ibge,pop_total,pop_urbana_pct,perc_jovens_15_29,renda_per_capita,taxa_desemprego,taxa_analfabetismo_15,perc_esgoto_adequado,gini,idhm,idhm_renda,idhm_longevidade,idhm_educacao,perc_pobres,pib_per_capita,densidade_demografica,taxa_homicidios,alta_violencia
3301405,21104.0,90.0919,20.5032,1267.02,7.7629,6.11,61.815,0.48,0.712,0.698,0.806,0.642,12.79,20571.21872630781,62.38987760893987,33.16906747536012,1
3301504,20783.0,97.3777,19.6747,1414.42,4.6961,4.2,86.0787,0.48,0.729,0.724,0.826,0.649,4.8,21949.093008709042,183.84226169414762,9.623249771447817,0
3301603,10980.0,71.9399,20.2459,1155.27,3.4524,9.93,34.4495,0.44,0.659,0.677,0.79,0.534,7.93,22697.085610200364,28.92373669389572,9.107468123861567,0
3301702,808161.0,99.7585,22.1396,1100.31,10.0467,3.9,89.262,0.46,0.711,0.692,0.833,0.624,9.88,65749.89884441343,1729.3561785418526,27.222298527149913,1
3301801,12242.0,82.5764,19.0818,1284.42,4.3091,4.47,45.2515,0.45,0.722,0.674,0.805,0.694,11.7,33224.554811305345,87.83119650454509,0.0,0
3301850,51696.0,96.847,21.9495,1197.43,10.5918,4.75,56.6494,0.5,0.698,0.692,0.812,0.604,10.48,26384.865366759517,144.22376779571647,44.490869699783346,1
3301876,27920.0,99.735,18.6461,1526.99,8.091,3.24,52.4438,0.56,0.761,0.744,0.841,0.704,9.25,22614.36246418338,547.6979814426114,14.326647564469914,1
3301900,224267.0,98.99,20.703,1101.64,12.6004,4.66,65.9914,0.48,0.693,0.69,0.813,0.593,10.21,25151.618383444733,521.5984705589576,22.294853901822382,1
3302007,116841.0,97.9374,22.1027,1199.57,10.7034,3.67,82.9584,0.47,0.715,0.703,0.814,0.638,8.95,89888.66921714124,413.4398652545761,35.090422026514666,1
3302056,14073.0,77.7446,16.9971,1227.13,4.7895,9.58,82.0293,0.47,0.688,0.692,0.792,0.595,10.16,29756.19981524906,48.32877163942815,14.211610886093938,1
3302106,22919.0,81.4739,18.068,1421.51,4.6853,7.53,73.6679,0.49,0.713,0.696,0.82,0.635,10.53,27745.015053012783,52.90847726821521,39.26872900213797,1
3302205,101041.0,94.2538,19.8444,1520.46,5.2812,5.42,90.821,0.47,0.73,0.716,0.837,0.649,6.57,33599.62787383339,91.29985343735487,33.6497065547649,1
3302254,30908.0,98.3855,21.0204,1527.73,7.9104,4.71,69.6413,0.51,0.737,0.735,0.836,0.652,7.13,223029.8951727708,128.23033999211734,58.23734955351365,1
3302270,96289.0,98.8721,24.6435,786.34,12.2995,7.07,71.6755,0.42,0.659,0.637,0.809,0.555,14.19,15891.566014809583,1178.611209713943,25.96350569639315,1
3302304,7336.0,76.8811,21.524,1145.6,5.7722,9.25,65.176,0.46,0.668,0.649,0.8,0.575,14.7,25103.598691384952,28.935431704334793,68.15703380588877,1
3302403,246391.0,97.3027,21.476,1876.38,6.9994,3.48,84.2088,0.56,0.764,0.792,0.828,0.681,4.63,72026.92874333884,202.4595127811344,40.99175700411135,1
3302452,5415.0,91.0249,21.145,1289.93,7.5857,5.21,86.1856,0.5,0.703,0.687,0.801,0.631,13.88,39680.51708217913,69.10060742177531,0.0,0
3302502,228127.0,98.8182,22.1276,1036.31,11.1801,4.02,68.568,0.49,0.709,0.685,0.832,0.626,12.19,20890.911641322597,583.7809481159235,24.109377671209458,1
3302601,41220.0,94.5754,19.3984,1501.02,4.9224,3.09,36.4098,0.51,0.753,0.746,0.845,0.676,6.71,77919.9660359049,112.13092278145623,12.1300339640951,1
3302700,197277.0,99.0592,19.1812,1707.99,6.5766,2.59,34.6584,0.49,0.765,0.761,0.85,0.692,4.88,434993.374797873,545.6091732766918,16.220846829584797,1
3302809,17502.0,97.9545,18.1522,1399.3,4.9981,3.17,64.9125,0.48,0.736,0.707,0.806,0.7,8.63,20436.978631013597,183.60538794007806,11.427265455376528,0
3302858,167127.0,100.0,21.741,1115.94,11.3038,2.87,97.0628,0.47,0.737,0.704,0.839,0.678,9.13,15671.985974737774,4059.535087080085,11.368599927001622,0
3302908,26582.0,90.3882,18.3658,1784.0,4.065,3.86,69.8829,0.55,0.745,0.74,0.828,0.675,7.89,23794.221653750657,92.32008835388788,0.0,0
3303005,26881.0,93.9846,20.7396,1414.6,6.7866,6.44,91.4071,0.5,0.713,0.696,0.805,0.646,12.53,24633.756184665748,88.63718798430442,7.440199397343849,0
3303104,15074.0,88.3773,19.9483,1393.71,6.388,6.41,69.7944,0.52,0.73,0.707,0.806,0.683,10.15,21511.2776966963,38.943558450214816,0.0,0
3303203,146774.0,100.0,19.7283,1298.9,9.2449,2.11,98.8001,0.45,0.753,0.731,0.817,0.716,5.15,20844.693201793234,7568.400969421956,12.2637524357175,1
3303302,481749.0,100.0,18.5283,3577.32,6.0221,1.68,92.4876,0.59,0.837,0.887,0.854,0.773,3.34,137717.9568613531,3601.673183459557,9.756117812387778,0
3303401,189939.0,89.912,19.2799,1757.65,3.2988,3.43,74.5447,0.51,0.745,0.758,0.846,0.645,4.08,33299.51721342115,203.05015132094474,9.476726738584494,0
3303500,785867.0,99.5857,22.3302,1102.46,10.2539,4.28,88.6783,0.48,0.713,0.691,0.818,0.641,10.56,22643.08337161377,1509.5960090744763,30.030526793974044,1
3303609,41375.0,94.9076,20.1909,1349.13,8.5736,3.79,73.6574,0.44,0.72,0.689,0.812,0.666,9.53,28105.74018126888,216.68089385123776,9.667673716012084,0
3303708,42063.0,91.7457,20.436,1216.57,7.1163,5.5,81.1682,0.5,0.702,0.697,0.812,0.61,10.9,29789.054513467894,73.65040788489925,21.396476713501176,1
3303807,45243.0,80.0787,21.3779,1639.12,3.2496,4.26,17.7159,0.52,0.693,0.726,0.842,0.544,9.5,43217.293282938794,48.94860520872101,53.04688018035939,1
3303856,29619.0,76.8932,20.7772,1210.31,5.3374,8.55,49.1867,0.56,0.671,0.683,0.806,0.549,16.13,23122.01627333806,94.22569757047283,13.504844863094636,1
3303906,278881.0,96.9449,19.5341,1822.76,5.1222,3.16,75.9336,0.55,0.745,0.763,0.847,0.639,5.94,56172.23833821594,352.50346333916457,6.454365840627364,0
3303955,24298.0,94.123,20.5326,1366.9,5.9972,3.21,91.5816,0.51,0.715,0.709,0.801,0.643,10.4,59784.26207918347,295.4020473168478,28.80895546958597,1
3304003,27474.0,84.8075,20.23,1462.21,7.1131,4.98,73.486,0.5,0.708,0.714,0.803,0.62,9.58,89174.2374608721,56.0402239650794,10.91941471937104,0
3304102,17288.0,80.1828,20.5865,1404.53,4.5131,7.62,75.1285,0.56,0.697,0.698,0.802,0.606,18.05,24059.63674224896,59.236517764445075,5.784359093012494,0
3304110,20373.0,99.2883,21.8328,1237.94,9.1724,3.68,94.504,0.42,0.713,0.688,0.817,0.645,6.44,208399.59750650372,400.318321150672,29.45074363127669,1
3304128,13682.0,93.8313,20.7864,1274.65,6.1856,3.67,86.0973,0.42,0.69,0.676,0.806,0.603,10.71,22292.793451249818,48.03634499659441,14.6177459435755,1
3304144,140523.0,99.9936,22.6732,958.95,10.1288,4.02,88.8748,0.43,0.68,0.659,0.81,0.589,12.92,31038.933128384677,1850.764550160022,26.330209289582484,1
3304151,22393.0,81.0789,21.0468,1108.09,8.4421,7.99,76.9354,0.53,0.704,0.698,0.821,0.61,12.4,267801.8130665833,31.116817644304188,49.122493636404236,1
3304201,129612.0,97.2171,20.8762,1881.11,6.103,3.4,93.8515,0.52,0.768,0.762,0.839,0.709,5.28,82973.46696293553,117.90025979318425,33.947473999321055,1
3304300,56276.0,87.4956,20.5007,1407.84,6.5822,5.16,76.816,0.48,0.71,0.705,0.819,0.62,7.94,32543.020115146777,122.48344788859917,8.8847821451418,0
3304409,17401.0,82.1849,20.4241,1232.33,2.6753,9.1,55.682,0.5,0.683,0.7,0.801,0.567,10.76,25053.67507614505,20.549198922528067,34.480776966840985,1
3304508,8954.0,82.0751,21.9008,1181.25,7.07,7.51,73.8309,0.46,0.68,0.664,0.822,0.575,10.93,32877.373241009605,18.701582971826486,0.0,0
3304524,156491.0,99.715,20.506,1840.11,7.1315,2.5,62.4575,0.53,0.773,0.784,0.854,0.689,5.26,57185.37168271658,686.2316044272158,20.448460294841237,1
3304557,6211223.0,99.9991,20.3828,2515.32,6.9549,2.42,94.8987,0.62,0.799,0.84,0.845,0.719,5.01,57900.45664114781,5174.596152724667,13.024810089735949,1
3304607,10232.0,71.4328,18.5008,1337.53,3.7045,10.16,49.812,0.48,0.668,0.672,0.797,0.556,16.13,22925.62548866302,12.617098437289988,9.773260359655982,0
3304706,41325.0,91.4652,19.4265,1308.22,4.5529,6.04,84.6494,0.51,0.718,0.709,0.806,0.648,8.58,31086.07380520266,68.46047184299069,31.457955232909864,1
3304755,45059.0,61.9255,20.7461,939.48,4.8892,13.14,3.2064,0.49,0.639,0.618,0.791,0.533,23.92,26288.044563794138,40.30188625242277,84.3338733660312,1
3304805,38961.0,82.8777,18.9549,1296.11,4.3417,8.77,70.66,0.47,0.691,0.685,0.787,0.611,12.22,21692.923692923694,37.64955311629992,7.7000077000077,0
3304904,896744.0,99.9715,19.9329,1209.5,9.5568,3.4,83.7156,0.43,0.739,0.711,0.833,0.681,6.19,22665.054909762428,3613.571889103804,16.058094617861954,1
3305000,36573.0,79.7747,18.9566,985.72,12.092,5.83,26.5625,0.48,0.671,0.686,0.8,0.551,11.99,270331.9115194269,80.84288985755842,24.608317611352636,1
3305109,440962.0,100.0,21.6604,1042.94,8.9519,2.64,97.6027,0.43,0.719,0.693,0.831,0.646,7.91,20327.638209188095,12521.637891867333,16.32793755470993,1
3305133,7070.0,48.5856,18.7553,1150.71,2.0006,9.77,59.6943,0.47,0.652,0.633,0.798,0.548,20.63,27843.988684582742,28.315337541251484,28.28854314002829,1
3305158,22080.0,57.4366,22.4049,1203.03,4.204,6.15,54.3507,0.47,0.66,0.67,0.806,0.533,14.13,33710.77898550725,100.28249870559274,0.0,0
3305208,104029.0,97.2315,20.4933,1462.39,7.0804,4.15,67.8622,0.5,0.712,0.721,0.801,0.626,9.11,26373.770775456844,312.88046485888214,19.225408299608763,1
3305307,7750.0,57.4194,17.6903,1123.79,2.4153,8.42,46.8558,0.42,0.646,0.638,0.789,0.536,14.3,31133.032258064515,19.510893372338337,0.0,0
3305406,17729.0,79.3953,19.894,1246.5,4.6295,7.38,70.1778,0.5,0.675,0.682,0.804,0.561,14.99,56436.74206102995,32.7906146598776,11.280952112358282,0
3305505,89559.0,97.1572,18.964,1491.0,7.9209,3.91,27.3588,0.52,0.709,0.714,0.804,0.621,8.5,470953.885148338,254.3350467157016,22.33164729396264,1
3305554,80596.0,97.5334,22.758,1181.47,11.4447,4.36,73.7901,0.47,0.713,0.695,0.805,0.648,9.95,59270.993597697154,303.9190916666981,21.0928582063626,1
3305604,21352.0,81.3835,21.5905,1042.66,10.3988,9.76,57.1954,0.49,0.654,0.657,0.793,0.536,17.33,28223.445110528286,22.769273424295257,28.100412139378044,1
3305703,15206.0,40.4446,20.9588,1223.03,1.8092,9.61,25.5391,0.47,0.611,0.658,0.796,0.436,16.04,39474.549519926346,36.78215414833324,6.576351440220966,0
3305752,31086.0,91.2855,21.151,959.96,13.0815,6.28,70.7568,0.42,0.654,0.644,0.793,0.548,14.37,22342.3406034871,217.37397470053912,22.51817538441742,1
3305802,165123.0,88.425,20.8996,1860.47,4.21,4.67,54.908,0.56,0.73,0.752,0.855,0.605,7.06,35875.674497193,213.5198322079091,16.957056255034125,1
3305901,10302.0,60.5319,19.1516,1120.83,2.266,11.72,33.8383,0.51,0.667,0.668,0.813,0.547,17.96,23491.846243447875,17.427019492481616,19.41370607649,1
3306008,78346.0,97.6412,20.7171,1438.62,7.0025,2.98,78.042,0.52,0.725,0.725,0.801,0.656,9.23,81026.98287085493,242.67523223362437,22.975008296530774,1
3306107,68088.0,94.3441,20.7819,1443.99,5.0673,3.91,76.2182,0.52,0.738,0.713,0.848,0.666,10.17,45861.12090236165,52.34450135958246,14.68687580777817,1
3306156,10207.0,64.4754,23.0724,1108.62,1.841,10.11,58.2575,0.44,0.659,0.636,0.81,0.555,13.16,25879.20054864309,50.545216848735755,0.0,0
3306206,33976.0,86.8819,20.8353,1519.05,7.3927,4.5,70.1064,0.52,0.714,0.719,0.813,0.624,11.32,38887.86202024959,63.37942780181058,17.65952437014363,1
3306305,261563.0,99.7584,19.9447,1787.91,5.6277,2.43,95.9915,0.5,0.771,0.763,0.833,0.72,4.77,75206.36710849777,1436.3306883391451,24.850609604569453,1
3500105,34687.0,96.6818,18.2893,1868.26,3.8111,3.08,97.0404,0.51,0.79,0.772,0.852,0.75,2.57,39521.03093377923,84.19440419236528,2.8829244385504658,0
3500204,4351.0,92.0478,18.6854,1514.8,0.6182,7.59,92.9697,0.38,0.73,0.71,0.844,0.648,3.43,26543.323373937026,20.615479377413468,45.96644449551827,1
3500303,32072.0,93.2121,21.6731,1321.67,6.0274,4.51,93.223,0.47,0.715,0.703,0.858,0.606,6.89,40993.29633325019,67.58345730938944,6.235969069593415,0
3500402,7369.0,87.651,15.9045,1684.99,2.7986,3.51,88.3746,0.52,0.781,0.75,0.886,0.716,3.56,28362.600081422173,51.64957630385567,0.0,0
3500501,17930.0,87.1556,18.1595,1742.52,1.99,4.22,92.7636,0.43,0.745,0.725,0.846,0.675,2.38,32660.568878973787,298.2070984266374,0.0,0
3500550,7177.0,87.9894,18.6568,1946.69,2.6536,4.18,60.2583,0.48,0.757,0.744,0.84,0.695,4.79,30276.71729134736,17.744515567555005,0.0,0
3500600,2780.0,100.0,15.3957,2932.68,3.9604,1.2,99.6531,0.54,0.854,0.849,0.89,0.825,0.8,53185.25179856115,769.656699889258,0.0,0
3500709,37680.0,95.6847,20.5653,1590.76,4.9205,3.37,94.2795,0.41,0.745,0.705,0.845,0.694,6.61,70027.14968152867,38.97764371454462,13.26963906581741,1
3500758,6141.0,74.2224,20.697,1317.23,2.121,4.95,52.7349,0.44,0.712,0.682,0.805,0.658,7.61,21069.858329262333,38.47744360902256,0.0,0
3500808,4445.0,84.162,17.9978,1485.42,5.385,5.45,84.9363,0.36,0.741,0.682,0.84,0.71,4.66,27076.490438695164,37.37964091998486,0.0,0
3500907,3451.0,85.8592,20.284,1313.69,4.3531,7.34,87.011,0.42,0.687,0.698,0.8,0.581,5.38,32533.758330918576,11.025312532946547,0.0,0
3501004,16818.0,90.5458,20.4721,1391.26,2.0738,4.04,91.0497,0.45,0.73,0.726,0.843,0.635,2.84,49553.811392555595,18.104194385955847,5.946010227137591,0
3501103,3841.0,80.7342,15.7251,1349.61,5.9611,6.07,82.9381,0.35,0.7,0.683,0.817,0.616,3.63,29571.726112991408,12.056853352753206,0.0,0
3501152,17301.0,96.2777,22.2762,1523.42,3.8366,3.79,74.041,0.42,0.766,0.729,0.841,0.732,5.73,230178.19779203515,206.90273741613748,0.0,0
3501202,3915.0,66.9732,16.3474,1429.27,2.8729,6.47,68.8845,0.41,0.728,0.701,0.806,0.683,3.15,31762.707535121328,10.8026522373769,0.0,0
3501301,27255.0,92.5445,21.0677,1462.07,5.6463,4.22,89.4721,0.46,0.758,0.712,0.834,0.732,5.37,26045.71638231517,78.39849042275642,18.3452577508714,1
3501400,4808.0,60.3993,23.5025,1137.02,2.9703,6.09,93.3219,0.38,0.688,0.669,0.805,0.605,4.59,12185.108153078203,31.289453475810543,0.0,0
3501509,2885.0,91.5771,21.1438,1203.52,4.5637,8.08,93.9424,0.53,0.722,0.721,0.791,0.659,5.36,20244.367417677644,33.98956161123481,0.0,0
3501608,237240.0,99.8268,19.4246,2358.27,4.0577,1.65,98.2916,0.47,0.811,0.8,0.876,0.76,1.39,64142.97757545102,1771.6112073600573,5.05816894284269,0
3501707,33019.0,99.2005,22.7839,1233.06,10.7822,5.66,99.2463,0.39,0.751,0.709,0.852,0.701,3.72,37264.72636966595,268.5388506644545,15.142796571670857,1
3501806,5870.0,88.0068,18.7223,1580.65,2.7988,4.33,89.1571,0.43,0.745,0.715,0.817,0.708,4.45,21601.703577512777,23.212958129676206,0.0,0
3501905,68008.0,92.2333,19.1669,1986.75,4.1279,2.56,85.9581,0.5,0.785,0.78,0.871,0.711,2.49,75758.08728384896,152.71611841292724,0.0,0
3502002,4589.0,84.8987,19.5903,1677.47,5.4308,4.34,83.6808,0.53,0.754,0.745,0.861,0.668,4.81,45394.203530180865,14.078716870223623,21.791239921551536,1
3502101,59783.0,91.5511,19.4922,1774.02,3.6609,3.77,93.647,0.51,0.779,0.762,0.885,0.702,3.57,47593.54666042186,62.00102465604537,13.38173059230885,1
3502200,24022.0,70.8351,20.885,1526.22,3.7164,2.98,70.0577,0.45,0.719,0.693,0.827,0.648,6.84,61366.747148447255,23.38390013316616,4.162850720173175,0
3502309,5674.0,81.5298,21.2548,1188.66,3.9929,5.96,81.2561,0.42,0.721,0.681,0.863,0.637,6.42,29883.32745858301,7.703409240561151,0.0,0
3502408,4023.0,84.3649,19.8857,1409.42,5.1662,4.17,86.023,0.42,0.741,0.683,0.845,0.706,6.9,26254.28784489187,12.538960229397832,24.857071836937607,1
3502507,32569.0,97.995,20.2462,1468.76,4.2754,2.46,96.3657,0.46,0.755,0.735,0.828,0.706,4.54,31964.966686112562,269.4102076267681,39.915256839325735,1
3502606,4086.0,79.1238,17.5477,1418.94,3.0523,6.54,83.7871,0.47,0.721,0.697,0.804,0.67,7.74,37087.61625061185,22.82630555741771,24.47381302006853,1
3502705,24585.0,78.495,21.9809,1148.15,4.3615,5.14,58.7168,0.55,0.71,0.662,0.835,0.647,21.67,36514.66341264999,25.232931207547402,8.135041692088672,0
3502754,21522.0,87.7939,23.6502,1464.76,4.3643,4.3,60.7785,0.46,0.704,0.717,0.814,0.597,5.2,223701.5147291144,148.21905732624444,13.939224979091163,1
3502804,200124.0,98.3145,19.4265,2088.68,4.5961,2.7,97.404,0.52,0.788,0.782,0.841,0.744,3.14,45061.82666746617,171.4673479984166,12.492254802022748,1
3502903,32443.0,88.8666,18.3152,1993.37,5.6902,2.94,37.5616,0.52,0.776,0.751,0.86,0.723,4.14,37169.31233239836,127.07545876500656,9.246987023394878,0
3503000,5420.0,95.0185,18.8561,1628.68,4.4231,5.46,94.3556,0.43,0.74,0.723,0.856,0.656,3.04,27726.38376383764,26.722017068565144,0.0,0
3503109,6885.0,81.0312,21.1184,1251.83,2.2587,5.85,78.1788,0.39,0.685,0.675,0.806,0.592,6.53,28296.0058097313,24.081172964729912,0.0,0
3503158,2330.0,67.6824,19.2704,1149.76,5.4722,5.54,72.5424,0.39,0.68,0.634,0.812,0.612,15.5,19557.08154506438,14.849939134369643,42.918454935622314,1
3503208,242228.0,98.5097,20.0051,2128.11,4.5792,2.29,98.731,0.5,0.815,0.788,0.877,0.782,2.64,49347.04906121505,241.3530950305144,4.128341892762191,0
3503307,130866.0,97.0321,20.1168,1910.5,6.5034,2.68,97.1318,0.47,0.781,0.763,0.859,0.728,2.31,53050.96052450599,202.94619830622287,9.93382543976281,0
3503356,2044.0,63.8943,18.5421,1178.32,3.3298,7.31,99.1814,0.4,0.722,0.671,0.809,0.694,9.52,30379.647749510765,7.7160027783649925,0.0,0
3503406,8130.0,78.5855,17.8844,1731.53,1.8369,3.9,72.4911,0.45,0.744,0.718,0.84,0.683,4.87,27930.9963099631,16.060020623199915,12.300123001230011,1
3503505,3577.0,77.4951,20.52,1093.27,1.2701,5.51,70.9992,0.44,0.697,0.627,0.803,0.672,18.7,16246.295778585407,11.719146733414803,0.0,0
3503604,10130.0,97.7493,22.695,1345.98,5.3078,7.48,94.6765,0.36,0.695,0.686,0.823,0.594,4.7,16096.742349457058,117.91821388245428,9.871668311944719,0
3503703,7602.0,96.7903,19.3896,1546.55,4.0537,5.23,96.8685,0.4,0.733,0.73,0.813,0.663,2.34,149554.196264141,57.319942091929065,0.0,0
3503802,51456.0,93.6198,22.3783,1649.8,3.6903,4.16,88.9752,0.46,0.749,0.745,0.827,0.681,3.01,33460.373911691546,289.03643288059044,3.8868159203980097,0
3503901,86678.0,97.02,22.5917,1982.83,7.2341,2.93,81.2491,0.56,0.784,0.761,0.866,0.73,6.21,95680.21874062622,901.3278983435066,3.4610858580031842,0
3503950,1842.0,78.4473,17.0467,1361.65,2.9593,9.23,82.9161,0.44,0.735,0.699,0.864,0.657,5.08,21469.055374592834,26.55211681778213,0.0,0
3504008,101409.0,96.2735,20.0515,1997.74,3.9954,2.12,96.2344,0.5,0.805,0.771,0.865,0.781,3.24,40257.925825124,220.1628713290448,7.888846157638867,0
3504107,158647.0,89.6701,19.4715,2283.78,3.7883,3.32,60.9303,0.53,0.765,0.786,0.851,0.67,4.52,52702.112236600755,331.5361290309098,2.521320920030004,0
3504206,13692.0,90.3228,18.3611,1494.63,3.5252,4.64,91.1923,0.47,0.773,0.746,0.84,0.738,1.41,26186.386210926088,31.51222790438621,7.3035349108968735,0
3504305,4483.0,66.1611,20.4997,1349.49,4.4152,4.11,69.0722,0.47,0.714,0.674,0.83,0.65,14.95,83893.37497211689,8.291272801924952,22.306491188935983,1
3504404,11263.0,85.6077,25.6948,1246.92,4.4236,4.95,97.1178,0.42,0.705,0.688,0.817,0.623,5.21,17703.009855278346,33.28604781747791,8.878629139660836,0
3504503,92805.0,94.9604,20.9881,1769.85,4.0468,3.36,93.9214,0.47,0.767,0.751,0.866,0.695,3.83,35331.30758041054,76.50518731632118,2.1550563008458594,0
3504602,27260.0,95.6713,20.9318,1808.97,4.1363,2.15,95.5212,0.36,0.746,0.737,0.805,0.701,0.95,20243.91049156273,246.98293045337584,0.0,0
3504701,3887.0,97.4273,23.9002,1703.84,2.0213,3.11,92.2509,0.38,0.669,0.69,0.809,0.537,8.17,16825.31515307435,42.418289954711625,0.0,0
3504800,9596.0,92.7261,19.1955,1568.8,1.5947,3.26,94.7411,0.44,0.756,0.746,0.835,0.695,1.62,29037.30721133806,64.02412580647314,10.421008753647353,0
3504909,9969.0,80.7202,20.3732,1340.96,7.4004,5.04,81.5094,0.51,0.733,0.693,0.872,0.653,11.21,21668.9738188384,16.172178791069207,0.0,0
3505005,3531.0,66.7799,20.1359,1066.93,2.6062,5.16,74.8503,0.47,0.711,0.676,0.82,0.649,11.05,21227.980741999432,23.057032035627067,0.0,0
3505104,5640.0,91.6844,21.1525,1080.41,9.5941,7.06,91.9905,0.4,0.699,0.676,0.843,0.599,7.67,19348.40425531915,27.48377287877902,0.0,0
3505203,31595.0,96.6197,20.2785,1755.66,4.668,3.76,96.4508,0.42,0.75,0.736,0.867,0.662,2.58,51381.73761671151,71.09505968654719,6.330115524608324,0
3505302,34346.0,98.6723,17.7459,1853.96,6.0341,3.64,98.4411,0.45,0.788,0.762,0.869,0.739,1.54,44128.952425318814,228.78877705317709,0.0,0
3505351,5179.0,36.7639,22.9002,888.5,6.9457,8.82,37.1002,0.54,0.66,0.617,0.779,0.599,26.79,25823.13187874107,12.766188211920204,0.0,0
3505401,6876.0,44.968,19.299,1094.16,2.8719,10.94,40.3883,0.5,0.641,0.625,0.792,0.532,25.8,18298.574752763234,6.823567705749024,14.543339150668993,1
3505500,122485.0,97.0437,20.1657,1844.44,3.6811,2.46,97.8863,0.48,0.789,0.762,0.875,0.738,2.94,48197.86912683186,78.20715750168725,14.695677021676122,1
3505609,32092.0,99.4048,23.4607,1385.51,5.2098,5.34,98.169,0.4,0.725,0.711,0.829,0.646,3.8,19469.52511529353,219.77058722821434,3.1160413810295404,0
3505708,316473.0,99.9637,21.9289,2412.35,6.7751,2.44,97.643,0.61,0.786,0.791,0.866,0.708,5.65,183357.401737273,4816.867323176208,4.739740830971362,0
3505807,21503.0,87.0344,20.7134,1449.37,4.2446,3.17,86.2014,0.41,0.751,0.696,0.848,0.718,3.94,49631.07473375808,125.813284029208,9.301027763567875,0
3505906,58402.0,97.1302,20.3966,1826.35,4.4439,3.85,97.1759,0.5,0.761,0.766,0.84,0.685,3.88,41382.19581521181,68.7465716175844,1.7122701277353516,0
3506003,379146.0,97.5664,21.5263,2210.1,3.8726,1.78,97.0714,0.55,0.801,0.8,0.854,0.752,3.71,44102.71504908399,567.8524571503885,5.802514071096622,0
3506102,76373.0,96.5354,19.4624,1734.11,2.2857,2.35,97.0569,0.51,0.78,0.756,0.853,0.735,3.7,53428.37128304505,111.78848698462511,9.165542796538043,0
3506201,2606.0,92.3638,19.647,1550.41,8.2129,6.13,93.1109,0.38,0.744,0.706,0.82,0.712,3.09,80759.78511128166,8.638091797127487,0.0,0
3506300,11607.0,82.9327,21.0476,1515.11,3.0348,3.27,91.8126,0.45,0.734,0.713,0.838,0.662,4.42,32562.24691996209,47.538888752365274,0.0,0
3506359,64188.0,98.9453,22.8843,1511.97,5.4545,3.74,72.2149,0.48,0.73,0.727,0.817,0.654,5.64,32212.82794291768,130.58391279758152,10.905465195986789,0
3506409,7319.0,93.9609,18.1309,1639.46,3.2571,5.31,94.4246,0.43,0.768,0.743,0.845,0.722,1.43,39974.99658423282,46.31545641512419,0.0,0
3506508,118979.0,97.8433,19.6262,1732.98,4.3935,2.96,97.82,0.42,0.78,0.743,0.869,0.734,2.24,33177.18252800914,224.4755495433286,13.447751283840006,1
3506607,29683.0,81.5315,22.3192,1243.58,6.7049,5.51,63.1372,0.49,0.665,0.654,0.808,0.56,18.1,32712.86595020719,93.517450835838,0.0,0
3506706,12978.0,94.0284,21.7984,1261.94,8.9141,6.94,94.5865,0.44,0.681,0.692,0.811,0.562,8.69,29338.341809215595,18.788328015426753,0.0,0
3506805,11259.0,94.9551,20.6057,1595.83,3.2324,4.39,94.0181,0.42,0.742,0.741,0.84,0.656,1.31,25043.431921129762,30.937608195072627,0.0,0
3506904,10460.0,71.4054,19.4264,1480.67,6.1299,4.9,64.797,0.46,0.705,0.7,0.821,0.609,8.21,20309.177820267687,16.00511674095428,0.0,0
3507001,61081.0,96.2247,20.8985,1819.01,5.7399,2.78,84.3962,0.49,0.78,0.757,0.861,0.728,4.2,55552.93790212996,245.35054668733983,8.185851574139257,0
3507100,22006.0,92.4112,21.8668,1604.07,3.9789,4.78,81.3592,0.41,0.713,0.716,0.802,0.631,4.18,66483.50449877307,203.07107395308492,18.176860856130148,1
3507159,3555.0,69.6765,25.1195,1141.43,2.5565,4.59,68.3404,0.44,0.66,0.605,0.775,0.613,21.85,17962.587904360058,26.613663926694514,0.0,0
3507209,907.0,81.3671,17.3098,1323.39,2.1277,5.81,84.7826,0.4,0.746,0.712,0.863,0.675,2.86,81802.6460859978,7.624988440618407,0.0,0
3507308,4715.0,94.2736,21.6755,1269.35,1.3925,4.6,94.3731,0.38,0.754,0.723,0.866,0.685,2.45,110106.6808059385,38.612726230447954,0.0,0
3507407,14226.0,92.2325,18.7122,1614.88,3.1481,5.23,92.5406,0.42,0.73,0.71,0.831,0.658,4.54,36424.99648530859,25.759792559972187,0.0,0
3507456,2713.0,86.6937,22.3738,1282.36,3.7464,4.21,88.0952,0.39,0.705,0.674,0.846,0.615,6.63,27255.068190195354,7.7962234438444895,0.0,0
3507506,145155.0,96.8627,21.3634,1991.29,4.862,2.27,95.7041,0.54,0.8,0.79,0.869,0.746,3.3,41192.92480451931,97.90293273763997,2.066756226103131,0
3507605,176811.0,92.9569,20.9127,1941.5,3.066,2.84,84.7425,0.52,0.776,0.772,0.861,0.704,3.22,44987.585614017225,344.9405365754686,4.524605369575422,0
3507704,5356.0,90.646,20.3323,1369.89,3.7553,7.61,91.0433,0.43,0.737,0.725,0.83,0.664,1.58,22533.04705003734,27.441898594089437,0.0,0
3507753,2565.0,84.5224,18.9474,1329.38,2.2388,6.04,80.4574,0.39,0.71,0.702,0.826,0.618,2.01,29502.92397660819,24.269318472121036,38.98635477582846,1
