cod_ibge,pop_total,pop_urbana_pct,perc_jovens_15_29,renda_per_capita,taxa_desemprego,taxa_analfabetismo_15,perc_esgoto_adequado
3127057,4345.0,61.8182,20.1841,831.76,7.5672,20.19,48.7163
3127073,4647.0,52.6576,23.2838,672.44,10.0969,24.85,0.31
3127107,58588.0,94.4477,21.1596,1600.24,2.482,3.76,92.444
3127206,4686.0,71.6389,20.828,1229.5,3.1347,6.45,42.5308
3127305,6222.0,82.0154,19.8489,1147.43,4.7763,12.23,78.6117
3127339,4793.0,34.4043,19.2364,723.32,4.7005,18.63,0.4007
3127354,2928.0,45.765,18.5451,894.79,3.2706,9.59,43.2007
3127370,2830.0,84.735,17.7385,1272.17,3.6066,12.45,79.0535
3127388,4053.0,77.7696,18.5295,1384.47,3.9739,5.64,75.5285
3127404,4727.0,31.2672,18.0241,1786.45,1.8385,5.88,30.1205
3127503,5230.0,59.4837,21.5296,866.16,3.2113,14.92,56.5387
3127602,11331.0,83.1524,20.2189,1051.14,2.4176,5.82,72.5706
3127701,257171.0,96.7932,21.8746,1605.1,3.3206,4.93,94.5358
3127800,13901.0,52.7732,22.5379,904.97,8.1407,14.61,26.2435
3127909,1392.0,86.5661,17.6724,1419.3,6.0766,5.66,0.3552
3128006,32244.0,84.2606,22.5189,1379.63,3.8659,7.44,76.5101
3128105,13772.0,68.465,20.5126,1354.23,1.5632,5.99,65.2636
3128204,9753.0,39.5366,17.8714,939.25,1.5504,12.08,34.1851
3128253,5051.0,65.4326,19.5803,925.01,7.6259,10.56,0.2154
3128303,19150.0,91.0601,21.0287,1386.82,3.2054,5.99,91.3499
3128402,7714.0,74.9676,19.2377,1345.45,2.1505,7.32,74.7471
3128501,3149.0,92.9819,20.4827,1219.41,3.1208,5.28,52.2609
3128600,6539.0,59.4586,19.4066,1829.31,1.4239,5.61,59.2439
3128709,50911.0,95.0738,20.2,1699.14,4.5522,4.95,93.9364
3128808,7131.0,75.2489,19.8289,1330.9,0.9096,8.22,66.7149
3128907,8478.0,82.4605,23.8264,1410.72,4.4301,5.18,83.0595
3129004,7778.0,59.4754,18.6938,1232.23,3.6101,8.23,47.2195
3129103,5192.0,49.4029,14.9268,1863.32,2.1739,10.12,52.8284
3129202,6134.0,74.6658,19.5468,1086.85,3.4649,9.7,78.9836
3129301,12030.0,61.6043,20.9892,1057.55,1.9221,14.94,63.1968
3129400,5198.0,73.3359,19.8538,1060.87,4.4191,11.23,69.171
3129509,22229.0,83.5215,20.7297,1577.5,2.0788,5.55,82.2729
3129608,6286.0,82.3894,20.6968,774.15,2.5372,12.49,52.5745
3129657,5081.0,58.0201,20.2322,702.48,17.9645,19.48,0.6764
3129707,10948.0,73.3559,21.7117,1255.07,0.9625,6.74,78.8976
3129806,170537.0,99.7432,24.2264,1185.48,5.1585,4.06,89.7316
3129905,3365.0,69.0639,18.6033,1530.84,2.5684,7.66,69.9169
3130002,2698.0,90.1038,21.7939,1286.16,3.8073,6.09,88.9349
3130051,10677.0,31.0761,24.239,664.71,24.7745,11.98,21.2454
3130101,45847.0,97.1514,22.1672,1434.96,4.9769,4.31,58.3894
3130200,10830.0,87.8855,24.0259,1150.85,1.4578,5.78,79.7083
3130309,6826.0,86.5075,16.569,1573.9,3.6409,4.13,85.7354
3130408,7003.0,88.1337,20.891,1167.67,3.9351,5.52,79.7549
3130507,12741.0,77.49,23.546,1201.48,1.4823,6.99,74.0901
3130556,6986.0,38.2336,20.7701,854.21,2.7568,13.18,33.0842
3130606,7301.0,55.9649,19.107,1353.68,3.4241,4.93,59.5729
3130655,6346.0,43.5235,21.2417,751.52,5.8513,25.7,19.8332
3130705,6171.0,68.4006,20.8394,1534.43,0.6669,8.49,67.2559
3130804,2580.0,65.8915,20.2713,1349.36,0.5051,6.54,65.4915
3130903,22692.0,60.0564,19.1169,1150.02,3.7053,9.6,37.761
3131000,6239.0,67.9917,21.3015,1288.32,9.1954,4.64,25.5824
3131109,7371.0,76.706,21.3268,989.42,5.8842,9.51,45.0307
3131158,17136.0,91.5616,23.9671,994.21,4.9785,8.26,82.2864
3131208,19522.0,84.3459,19.3167,1163.65,3.2041,9.52,82.6156
3131307,227731.0,99.7352,21.0933,1763.63,4.804,3.3,98.5416
3131406,3775.0,91.9205,18.3841,1429.29,2.6882,9.78,93.2811
3131505,9135.0,74.855,20.0547,1406.05,1.6156,7.85,64.3561
3131604,7180.0,87.2006,22.6602,1468.5,1.6012,5.15,89.2499
3131703,113343.0,93.517,20.505,1619.03,4.2907,4.44,92.9414
3131802,10362.0,80.7952,21.2218,1040.93,3.462,12.76,75.7088
3131901,53365.0,96.9681,21.2068,1629.67,3.3832,2.69,85.4978
3132008,4252.0,36.8062,21.6369,831.2,14.6102,10.37,7.8243
3132107,17208.0,77.801,24.9419,765.85,8.4459,14.85,47.6762
3132206,13846.0,80.052,20.7786,1429.51,3.5062,5.26,77.9892
3132305,10463.0,47.3096,23.5688,757.17,10.5826,19.57,43.523
3132404,93073.0,89.6318,21.4724,1765.13,4.4805,2.66,90.4303
3132503,32948.0,78.2415,24.3596,1041.12,2.5937,13.84,72.4592
3132602,3690.0,84.065,18.2114,1027.88,12.2497,7.55,81.083
3132701,21042.0,71.9608,21.9561,1048.66,3.8953,16.91,60.9295
3132800,2142.0,56.4426,16.4332,1014.0,0.2445,13.71,61.8357
3132909,10770.0,79.3315,19.0251,1412.13,4.2304,4.82,79.8419
3133006,14786.0,75.7811,20.7696,1160.67,2.3056,3.39,58.4042
3133105,15236.0,83.959,19.7362,1483.59,3.7287,2.88,94.2269
3133204,11128.0,77.8756,18.7545,1161.06,2.4048,11.29,77.3915
3133303,19151.0,78.3144,22.1033,1044.53,9.2695,14.7,46.7005
3133402,13690.0,80.5113,19.2038,1635.17,3.3847,4.57,79.4101
3133501,21046.0,83.4838,18.6924,1320.83,4.2075,6.9,76.6771
3133600,12692.0,70.3829,22.2345,1207.05,0.9164,8.15,58.1385
3133709,12966.0,78.675,20.9702,1307.86,2.5796,5.19,65.2941
3133758,14406.0,97.4733,19.2212,1532.93,2.0814,3.22,97.2722
3133808,97669.0,95.3711,21.3271,1859.49,2.6294,2.54,93.714
3133907,5642.0,50.6026,20.95,1084.27,5.1282,12.81,31.4787
3134004,13745.0,62.2117,22.7283,685.0,14.7475,16.84,51.4761
3134103,6055.0,61.5855,17.4732,1287.31,2.3538,11.04,58.2998
3134202,102217.0,96.3235,20.3107,1700.41,3.4416,5.59,96.2503
3134301,6638.0,86.4869,19.6445,1162.49,2.3745,3.9,46.7468
3134400,38295.0,95.9473,23.0422,1765.14,3.5233,5.65,91.1676
3134509,4217.0,76.4525,18.6863,1471.5,3.7237,4.88,62.7836
3134608,20406.0,67.8575,18.7739,1322.35,3.5954,6.82,34.4761
3134707,11042.0,77.4045,19.6794,903.94,11.1592,17.39,58.7715
3134806,7495.0,61.6811,19.493,1127.99,3.2994,8.59,62.1094
3134905,25525.0,87.428,20.6033,1537.09,1.2601,3.72,85.2015
3135001,3092.0,76.5201,18.8228,1331.52,7.0302,9.27,68.5152
3135050,37660.0,57.0871,24.4291,865.12,3.0888,11.94,27.6281
3135076,4296.0,60.4516,19.9953,912.29,2.7045,15.47,47.4253
3135100,70699.0,91.4398,23.7783,1239.96,5.5575,8.67,32.4371
3135209,65150.0,67.3983,22.8503,973.95,6.7225,9.48,24.4779
3135308,4506.0,80.8921,20.9277,1480.3,2.1325,4.57,74.5136
3135357,8127.0,45.2689,22.2837,741.5,12.5874,15.9,1.1888
3135407,6197.0,64.3699,20.0742,1320.57,2.3596,6.04,34.8364
3135456,6100.0,54.0656,23.2131,747.96,3.8875,16.98,45.4589
3135506,12419.0,64.7073,20.3479,904.68,8.797,11.69,62.9316
3135605,6484.0,77.4213,18.2758,954.71,6.0985,14.43,2.7181
3135704,5883.0,45.147,18.7659,1110.23,3.1707,7.17,30.0267
3135803,24007.0,74.5324,22.2643,877.23,6.6346,17.05,59.7353
3135902,5138.0,65.2394,20.1051,1172.13,1.8421,8.37,66.3009
3136009,13888.0,71.7166,22.1486,767.77,4.7757,20.28,58.4704
3136108,4329.0,41.3952,16.5627,1037.96,2.9957,12.49,40.6306
3136207,80187.0,99.9202,20.9859,1607.09,4.3775,3.03,93.9429
3136306,46801.0,83.6542,22.8179,1319.21,3.8164,7.17,80.6346
3136405,3854.0,65.2309,19.3565,982.06,0.9967,12.78,38.9877
3136504,10304.0,75.854,23.7384,916.01,8.591,13.08,70.9677
3136520,3969.0,34.845,22.6505,935.5,3.3753,10.27,45.0867
3136553,4268.0,48.4067,19.283,839.6,7.2954,13.21,60.9137
3136579,3630.0,67.4931,26.0331,729.18,16.9259,16.43,51.9481
3136603,5909.0,57.7932,19.428,1219.03,2.6626,7.43,71.1786
3136652,30716.0,98.1117,22.8187,1183.0,7.9388,4.23,44.4789
3136702,540756.0,98.8893,21.2225,1983.62,5.2974,2.29,94.3291
3136801,3768.0,60.3769,19.9575,885.82,11.9688,10.45,54.9133
3136900,11084.0,56.8928,22.8708,1433.99,5.8132,4.42,53.7291
3136959,5789.0,75.9026,23.821,678.48,2.0716,15.33,15.3595
3137007,14383.0,32.4411,24.0492,759.02,8.5802,21.71,30.6417
3137106,6631.0,70.4871,16.4229,1507.22,0.489,6.44,69.9748
3137205,51412.0,98.4828,22.9421,1462.44,2.4894,3.97,97.395
3137304,3313.0,78.9315,20.2234,841.04,0.8252,11.82,66.8325
3137403,12769.0,57.6709,22.5938,1077.38,1.6583,4.12,69.0679
3137502,18904.0,80.0413,21.4981,1516.86,2.4939,5.72,79.6906
3137536,8969.0,80.6667,22.5109,1274.2,4.9391,8.16,58.5128
3137601,75145.0,98.6253,20.0586,2311.42,3.2354,2.54,69.2355
3137700,20835.0,63.5469,21.7279,1298.14,2.754,10.35,52.6949
3137809,20414.0,77.8289,20.5251,1264.21,5.3977,5.02,75.0693
3137908,3184.0,48.2412,20.6972,991.2,2.7641,7.85,39.4295
3138005,5963.0,77.3604,17.6086,1210.39,1.2053,4.26,82.8248
3138104,7124.0,59.9382,22.5154,973.84,5.8246,11.31,4.3818
3138203,104761.0,95.6243,23.21,1886.69,4.0311,2.37,95.0785
3138302,3199.0,71.0222,20.1626,1435.77,0.8818,9.21,69.1736
3138351,4341.0,58.3506,22.6215,956.16,3.268,12.74,68.9384
3138401,51145.0,91.3814,19.8768,1401.68,8.4008,4.83,89.0655
3138500,4737.0,73.4009,17.9016,1231.78,4.086,10.13,72.2958
3138609,17221.0,84.3563,19.7956,1266.34,8.7157,6.55,59.075
3138625,8687.0,83.7804,21.9639,1567.05,1.9947,6.18,82.1386
3138658,8790.0,70.7736,22.5484,846.8,9.172,15.22,38.3091
3138674,6956.0,33.9707,22.5129,974.3,1.2791,9.36,30.3777
3138682,6210.0,50.789,24.1868,592.92,3.4715,11.65,0.4038
3138708,5586.0,76.817,20.6767,1304.11,2.2344,6.28,76.0132
3138807,17875.0,92.0336,20.4308,1754.4,2.9168,5.3,90.9145
3138906,6487.0,79.6362,20.2559,941.72,3.1746,14.84,94.0427
3139003,37684.0,83.5315,22.0173,1431.7,4.2717,4.46,82.9607
3139102,5191.0,80.1387,21.441,1570.26,5.1106,5.56,66.5622
3139201,17516.0,70.9694,21.7515,972.9,4.4758,16.71,67.7615
3139250,5997.0,58.3292,16.6917,795.96,12.6036,20.86,8.9286
3139300,18886.0,69.9354,24.0813,833.49,9.686,14.71,27.0231
3139409,91886.0,81.6109,23.6674,1343.65,2.9564,4.61,79.4861
3139508,20613.0,80.1679,22.2432,1249.19,3.8993,8.46,67.7251
3139607,26535.0,83.4784,19.1332,1387.38,3.4275,10.73,81.1165
3139706,7333.0,69.7941,22.3919,1202.04,1.5421,6.16,66.9173
3139805,12721.0,95.0004,21.4134,1304.13,1.07,5.64,88.0243
3139904,14247.0,66.7509,20.5657,1275.1,7.3266,6.05,69.3643
3140001,61387.0,92.4593,23.505,1553.36,4.7292,4.36,78.3688
3140100,4224.0,83.1676,22.6562,976.08,2.2596,11.4,81.853
3140159,15900.0,97.0503,23.2893,1367.25,2.3546,4.65,52.2083
3140209,3387.0,83.9386,19.6339,1385.29,1.0379,7.31,72.1006
3140308,4592.0,68.9678,19.0331,1319.11,5.4775,9.23,60.2804
3140407,3200.0,52.8438,18.75,1119.38,1.6179,7.44,36.4172
3140506,14003.0,86.4743,20.6813,1396.61,2.5281,6.51,65.6444
3140530,8396.0,55.2525,22.606,910.71,2.5882,11.14,41.0744
3140555,9112.0,82.1773,24.0672,860.93,10.1149,18.66,77.385
3140605,3963.0,44.5874,19.8082,949.39,3.46,16.58,51.3761
3140704,37841.0,93.692,21.8625,1176.11,7.6889,5.26,59.5338
3140803,14121.0,94.3205,20.6713,1435.48,3.2729,3.85,76.6144
3140852,8895.0,58.3249,24.0697,742.96,6.0903,17.49,8.1109
3140902,18552.0,82.417,24.1645,906.79,5.0676,13.4,74.4242
3141009,12038.0,74.8214,19.6544,970.08,3.3029,14.88,24.2981
3141108,37618.0,98.5672,21.5881,1233.49,6.5974,3.27,79.6093
3141207,3814.0,73.8332,18.5107,1804.53,0.8806,9.27,72.1905
3141306,3900.0,58.3846,21.8974,1685.36,0.6596,4.31,58.7535
3141405,20156.0,72.9708,21.5172,825.27,5.8471,15.02,71.9216
3141504,5606.0,59.9893,16.9818,1068.8,2.5884,14.54,55.1786
3141603,10373.0,75.5616,19.84,1172.23,4.3372,9.02,69.0775
3141702,5040.0,67.3016,18.1151,1148.49,9.0517,12.24,61.4589
3141801,24405.0,50.7355,23.7615,976.97,5.4316,17.12,30.5188
3141900,3741.0,92.2748,20.7431,1349.72,1.6525,5.37,85.8093
3142007,13651.0,81.9354,22.5698,881.64,10.7999,11.1,49.2179
3142106,8968.0,69.4246,20.0825,1079.43,5.777,10.09,66.1852
3142205,13633.0,86.7601,21.1766,1161.72,4.6611,5.64,80.5812
3142254,3985.0,47.5784,21.3049,775.27,11.1888,17.54,0.1477
3142304,5125.0,43.1024,19.0049,1551.75,2.6581,4.92,30.9101
3142403,7548.0,92.0641,21.0917,1289.48,2.7706,5.19,84.8442
3142502,2169.0,68.3264,19.9631,1008.05,1.2168,12.47,1.57
3142601,8340.0,78.8609,20.5156,1350.5,5.1732,7.88,77.2636
3142700,14060.0,65.3698,21.2304,803.08,6.3082,15.21,17.2435
3142809,20170.0,81.3783,19.6678,1418.59,2.8015,7.1,81.8298
3142908,20328.0,62.4656,17.7637,951.14,3.6824,15.15,17.3288
3143005,13046.0,73.2332,20.9106,1358.18,1.2399,6.85,72.0949
3143104,47692.0,92.548,21.7793,1490.73,3.8618,5.57,86.9661
3143153,4381.0,38.9409,25.6791,590.22,11.7361,19.7,40.8528
3143203,20890.0,82.7142,19.7032,1325.93,2.2832,7.51,85.1875
3143302,414240.0,95.941,24.0498,1517.61,5.7946,4.13,93.6891
3143401,24089.0,84.3248,20.3495,1480.8,0.7066,4.65,84.2322
3143450,6888.0,48.2724,22.2271,840.43,6.8449,15.59,33.8333
3143500,9067.0,78.7692,20.5801,1429.84,2.4327,5.77,67.6865
3143609,2411.0,65.9063,20.6139,1035.11,2.6244,10.69,64.4493
3143708,3133.0,83.5302,20.1404,866.26,1.153,24.44,67.8603
3143807,7451.0,52.1809,20.9771,1280.96,2.7034,5.97,35.4923
3143906,104108.0,93.9966,20.7698,1569.08,4.7436,4.52,92.0489
3144003,27635.0,53.9714,20.5464,1238.2,1.5507,11.51,49.824
3144102,21891.0,77.3514,19.6245,1798.02,2.2207,3.25,76.4778
3144201,2459.0,67.8731,18.5441,889.64,2.4854,19.49,70.0541
3144300,35038.0,95.2623,19.5845,1211.08,7.0783,9.94,82.2634
3144359,6303.0,95.0182,21.2597,923.24,13.0513,8.52,82.8899
3144375,3520.0,74.6591,23.0966,1143.35,1.0902,9.17,69.361
3144409,4691.0,68.6208,16.7129,1484.28,0.778,6.31,51.8192
3144508,8179.0,80.291,21.812,1296.31,3.2914,5.35,78.1922
3144607,25018.0,83.4119,20.849,1284.35,3.3289,8.92,83.8101
3144656,10588.0,34.2935,24.1783,854.27,16.4347,22.95,7.1235
3144672,3151.0,47.1279,17.4865,924.7,3.8462,15.06,46.0627
3144706,17438.0,91.3293,20.0539,1342.77,4.3034,5.51,85.4113
3144805,111697.0,99.5282,19.3729,4299.91,3.3094,1.75,81.9822
3144904,3663.0,66.5029,19.4103,1067.6,0.7208,16.88,69.0948
3145000,14598.0,92.6634,23.3594,1505.83,2.8273,5.0,94.0
3145059,6706.0,55.5324,22.5022,867.32,10.3869,13.74,32.2981
3145109,16387.0,58.1498,21.4743,1312.37,1.061,6.0,55.5967
3145208,105552.0,97.9792,27.9218,1430.91,1.4484,3.59,93.5256
3145307,26975.0,44.8082,22.8285,783.61,8.6746,19.46,41.3075
3145356,10275.0,59.6496,21.9075,834.08,12.6749,23.12,55.7031
3145372,4571.0,67.622,20.4113,807.48,4.5051,12.45,10.1978
3145406,1945.0,58.6118,18.6632,960.76,0.2817,10.52,44.2077
3145455,5385.0,65.8496,22.9898,939.63,4.5556,10.81,2.7277
3145505,2555.0,90.137,18.7867,1089.87,2.5218,8.48,94.586
3145604,39262.0,92.3565,20.3708,1428.74,5.0266,4.02,91.8804
3145703,2027.0,60.1875,19.2896,1134.36,3.6585,10.96,63.0607
3145802,2969.0,57.0562,19.2321,1216.35,5.39,8.04,36.4043
3145851,4917.0,73.134,20.9884,1169.9,2.9218,9.85,76.4174
3145877,8437.0,36.494,22.8754,923.59,1.8159,11.0,41.7247
3145901,38724.0,91.2896,20.8398,1833.06,5.3509,2.92,89.4486
3146008,32094.0,79.0833,19.203,1461.23,2.0914,6.0,75.7962
3146107,74821.0,90.6163,22.1114,1611.45,3.7939,2.93,77.4889
3146206,5757.0,65.3639,21.7995,835.85,7.933,16.63,58.1653
3146255,5058.0,62.0996,25.2669,707.54,9.5967,18.33,48.5644
3146305,17334.0,70.0358,23.6472,829.05,6.8862,17.54,64.4668
3146404,4224.0,81.9129,16.4299,1322.83,1.9923,6.59,2.809
3146503,8142.0,87.9882,19.5038,1405.87,1.0378,4.82,88.2024
3146552,5551.0,37.3266,22.0501,752.74,10.1725,21.92,0.2528
3146602,1474.0,79.5794,16.825,1334.26,0.3044,6.86,61.0345
3146701,5707.0,83.4589,18.854,1296.82,9.4652,7.69,81.4798
3146750,6301.0,74.6231,20.3301,795.77,6.1389,20.52,56.2922
3146909,13920.0,86.0704,24.3103,1141.6,1.4802,6.32,74.4337
3147006,94023.0,89.3569,24.2866,1559.79,3.541,4.79,83.147
3147105,97139.0,94.9474,22.6171,1716.59,3.0478,2.93,93.533
3147204,21723.0,84.2379,20.1538,1407.18,3.9067,5.77,85.464
3147303,20445.0,84.7102,20.4353,1498.2,3.742,3.75,82.4321
3147402,24107.0,86.5392,22.5868,1220.57,3.7651,4.61,76.3707
3147501,1600.0,58.625,16.375,1171.67,3.2573,17.56,12.1311
3147600,15515.0,89.5005,19.3619,1257.17,3.3733,4.29,78.1769
3147709,8473.0,82.0017,18.8835,1242.12,1.5629,4.49,81.6088
3147808,2233.0,66.9951,17.2414,1285.86,3.4735,7.2,63.5955
3147907,111939.0,95.9567,21.4965,1683.36,3.4817,3.54,95.9236
3147956,4837.0,51.3748,21.3355,744.88,7.1871,13.24,2.6316
3148004,159235.0,93.7909,22.3462,2004.61,2.6397,2.91,93.1224
3148103,89826.0,90.4237,22.4768,1660.45,2.4889,5.06,89.989
3148202,5576.0,83.0882,19.0459,1451.69,4.5788,4.6,78.7603
3148301,8659.0,58.1822,20.6606,1095.6,3.6088,6.8,61.0608
3148400,4389.0,57.2796,21.0298,1000.87,7.5117,12.31,42.9041
3148509,8047.0,62.2592,20.6412,804.53,4.2678,19.86,62.7106
3148608,17446.0,57.8987,22.6986,982.01,3.1298,14.55,47.4862
3148707,24410.0,90.3277,23.1544,900.24,12.0244,14.35,83.5839
3148756,7320.0,31.5847,24.5219,802.06,1.1303,10.64,30.5285
3148806,3311.0,67.9251,19.4201,1138.31,4.3103,14.63,69.4862
3148905,4112.0,53.1372,19.4066,1187.01,7.5596,5.86,65.2316
3149002,2757.0,74.0297,23.2862,1009.99,3.5383,7.48,75.1992
3149101,10760.0,49.0428,20.3717,1200.49,4.6941,7.06,54.0283
3149150,10433.0,59.7335,22.0263,777.73,6.691,16.39,20.1029
3149200,3344.0,87.201,19.6172,1741.6,4.6163,5.55,90.5151
3149309,62580.0,97.3362,20.2381,1581.33,5.6807,2.97,76.0703
3149408,1810.0,69.6685,19.5028,1111.61,3.2216,6.8,66.6205
3149507,3351.0,95.1656,21.128,1306.63,0.7338,3.44,94.8837
3149606,4155.0,74.1035,19.278,1495.68,2.3092,4.96,36.8319
3149705,12268.0,88.1969,23.4757,1374.87,1.9297,6.02,83.546
3149804,17151.0,78.4969,23.8645,1572.06,2.9586,5.81,80.9973
3149903,21384.0,90.0907,20.5153,1430.63,2.303,4.7,84.0345
3149952,6553.0,73.5388,21.4558,873.94,10.4912,11.84,72.1326
3150000,3570.0,82.605,19.944,965.48,4.6185,18.0,72.126
3150109,2796.0,59.299,15.6652,1225.92,1.209,5.34,46.5993
3150158,8529.0,65.6935,23.0742,1075.94,4.4907,10.94,66.1123
3150208,3976.0,84.3058,22.6107,1126.56,4.6549,12.05,70.348
3150307,4604.0,80.5169,17.8323,1286.04,3.4091,8.8,67.0467
3150406,5019.0,53.8753,18.8683,1087.06,5.8657,10.55,3.055
3150505,8563.0,85.7994,19.8178,1514.49,1.9428,6.39,81.895
3150539,4706.0,88.2278,19.9958,929.14,10.7644,11.0,87.5841
3150570,7084.0,45.9063,22.7414,795.88,11.1196,14.4,2.2847
3150604,6700.0,53.9254,19.2985,1357.43,2.3503,8.1,52.9457
3150703,5537.0,97.0742,21.853,1418.83,3.9927,8.64,96.6226
3150802,17018.0,42.4492,22.1001,970.68,3.2472,10.3,31.5682
3150901,6041.0,34.299,18.6227,1241.17,5.1109,7.99,49.0917
3151008,9120.0,65.3399,19.5504,1409.41,4.6429,4.6,61.0507
3151107,11077.0,89.8709,20.1589,1352.97,1.5342,5.91,85.6268
3151206,55606.0,98.0901,21.5516,1339.03,6.5359,4.81,49.7117
3151305,11610.0,83.5831,19.2162,1245.52,2.9434,5.36,86.9847
3151404,26685.0,89.3086,22.9005,1309.25,2.9246,4.75,87.1956
3151503,36062.0,93.5999,21.61,1708.76,2.3021,3.33,94.0077
3151602,11145.0,97.1557,21.4446,1330.63,5.0568,6.06,94.9052
3151701,16390.0,59.6827,19.2984,1458.51,1.1455,5.77,60.6244
3151800,163742.0,97.7721,20.8523,1994.5,3.5639,2.05,97.9658
3151909,8350.0,66.1317,17.018,1000.98,2.1181,12.59,50.0153
3152006,31047.0,89.5739,22.6721,1419.04,3.5182,8.05,84.5168
3152105,57776.0,91.4705,20.8339,1524.53,3.5171,5.17,83.6376
3152131,3747.0,73.2319,20.6832,788.63,5.3479,13.94,39.7013
3152170,10883.0,45.787,23.1921,685.33,7.3459,18.72,33.8933
3152204,37438.0,56.2664,20.7864,948.26,5.0926,16.17,28.5631
3152303,10569.0,57.1199,20.8534,950.39,3.2516,8.4,61.9304
3152402,13666.0,63.5372,20.5839,840.81,2.8228,16.6,57.7197
3152501,152217.0,91.7164,21.924,1875.32,4.6699,2.86,90.6116
3152600,6566.0,54.8127,17.9409,1248.01,1.9439,4.11,52.3463
3152709,9048.0,72.1485,21.2423,1246.38,1.5282,4.47,76.6636
3152808,28342.0,81.5186,21.6604,1557.71,3.6469,7.36,81.071
3152907,8406.0,86.5929,19.153,1441.15,2.8281,5.02,87.3792
3153004,3559.0,58.4996,19.7246,1414.64,0.5857,10.49,63.2472
3153103,4850.0,38.5979,19.7113,1065.38,2.0778,10.55,16.0855
3153202,3465.0,50.7937,18.7013,1096.77,3.0201,13.3,45.019
3153301,3071.0,73.9824,23.5103,842.67,8.6773,7.02,78.7037
3153400,18765.0,77.2502,20.6501,1444.15,2.7561,7.22,71.4403
3153509,8397.0,59.3545,20.3763,1163.6,1.0901,5.53,32.9024
3153608,11466.0,95.3515,22.2135,1218.79,4.9772,3.55,72.0273
3153707,3179.0,84.9324,20.0692,1266.0,7.1476,9.07,38.7865
3153806,1770.0,53.9548,17.6836,1420.97,5.3333,5.69,53.2448
3153905,16279.0,98.3967,21.6352,1370.14,4.7746,3.67,89.882
3154002,23423.0,68.612,19.1649,1124.02,3.201,9.72,58.6238
3154101,11007.0,92.214,18.3156,1221.25,2.6797,6.74,85.8316
3154150,7848.0,59.633,22.4261,1143.36,3.1755,6.79,58.3871
3154200,11230.0,82.3419,20.374,1360.95,0.5288,5.17,47.3968
3154309,17226.0,75.804,19.6505,1045.69,3.659,10.4,76.5294
3154408,4548.0,70.3606,19.7889,1235.77,3.3254,5.77,42.561
3154457,6863.0,61.3289,21.2298,1056.93,6.2953,10.15,0.5047
3154507,8756.0,55.7561,24.4746,858.76,5.064,12.87,41.398
3154606,329794.0,99.0897,24.1196,1126.97,8.3947,4.42,87.2909
3154705,4080.0,92.4755,18.652,1337.9,2.5474,2.81,90.4082
3154804,10261.0,93.0221,21.8205,1428.13,4.9684,4.79,80.0878
3154903,12789.0,87.3563,20.0954,1235.03,4.24,6.68,66.4746
3155009,2484.0,66.3043,20.3301,1332.87,3.4234,9.68,82.4104
3155108,4639.0,71.5671,19.0989,839.03,7.061,19.16,63.6626
3155207,5429.0,46.1227,19.5616,959.91,4.1575,13.06,22.3837
3155306,5568.0,70.5101,18.1932,1284.38,1.9291,6.72,3.3532
3155405,8518.0,86.1,19.7229,1292.52,4.7723,6.15,84.366
3155504,14532.0,77.0369,23.6031,1446.33,2.7993,7.01,80.6015
3155603,28271.0,42.4888,23.9999,805.02,4.6719,15.89,20.4644
3155702,14631.0,84.485,19.6637,1311.82,4.8871,6.23,74.0958
3155801,17443.0,87.5537,19.8991,1509.58,2.9718,5.45,87.4502
3155900,5141.0,81.2293,19.3348,1203.03,6.9645,7.68,74.4838
3156007,12641.0,49.6005,23.0678,904.3,6.2578,15.93,35.4512
3156106,4994.0,72.0465,17.521,1335.21,4.9567,6.83,16.0786
3156205,2291.0,93.5399,20.9079,1125.9,1.1444,7.12,47.6077
3156304,8664.0,93.4326,23.361,1186.6,2.1452,3.77,90.4901
3156403,3386.0,76.1075,19.1672,1291.69,1.9828,5.88,76.3049
3156452,4734.0,56.1259,20.8069,1075.93,0.7937,10.48,55.7203
3156502,5679.0,58.2321,19.7394,828.98,6.8231,19.51,20.7547
3156601,10298.0,80.7924,22.5481,812.9,10.9055,16.02,76.9661
3156700,129380.0,98.7857,21.7437,1462.1,6.1478,3.47,85.5007
3156809,14240.0,68.5604,21.0183,984.74,7.1393,11.06,58.2227
3156908,26670.0,87.0416,21.601,1829.52,2.9481,4.08,86.3622
3157005,40178.0,84.0933,21.4047,1106.52,7.227,12.01,73.563
3157104,6110.0,84.1408,21.8167,810.38,6.889,17.91,76.0684
3157203,30466.0,93.6618,20.9742,1324.19,6.5168,6.01,87.5613
3157252,8458.0,53.4642,21.3762,1083.66,2.2806,8.18,36.1383
3157278,3095.0,64.6204,19.0953,953.43,1.1785,8.43,65.6741
3157302,4208.0,53.4933,20.0333,1035.66,1.2834,7.72,41.853
3157336,8109.0,100.0,22.2469,1112.25,3.7821,4.43,99.5245
3157377,3910.0,50.0512,21.5857,783.39,7.0507,19.73,34.1581
3157401,4673.0,37.8558,18.5534,912.04,3.9387,8.57,40.1972
3157500,4039.0,73.2855,19.485,915.08,2.2901,16.79,67.8912
3157609,3522.0,61.13,22.3737,924.03,3.6284,15.07,0.4045
3157658,5938.0,60.357,21.5561,673.3,3.6806,20.91,49.974
3157708,15734.0,92.9134,25.912,1600.94,2.3699,6.49,93.3817
3157807,219132.0,98.8267,22.8693,1305.74,6.9056,3.82,86.073
