cod_ibge,pop_total,pop_urbana_pct,perc_jovens_15_29,renda_per_capita,taxa_desemprego,taxa_analfabetismo_15,perc_esgoto_adequado
2512705,17885.0,80.0168,22.7621,855.49,6.763,18.48,66.5383
2512721,5766.0,43.2189,21.8869,566.4,5.0567,24.45,0.8727
2512747,2927.0,61.0523,21.4554,576.42,,25.37,24.0157
2512754,4690.0,64.6055,23.6247,669.38,9.9145,28.74,12.9618
2512762,4738.0,36.1545,22.6889,516.3,9.3713,25.37,
2512788,1955.0,76.9309,25.422,750.97,12.3269,19.66,47.9452
2512804,8493.0,55.5516,22.7952,677.3,1.8111,20.63,42.3729
2512903,24581.0,63.3294,22.0821,898.43,5.8099,16.92,17.1014
2513000,3355.0,39.076,23.4277,704.73,17.2708,24.27,24.0541
2513109,11505.0,44.6241,20.8083,636.36,11.8947,26.46,2.1392
2513158,7670.0,36.3755,25.176,619.23,5.7805,22.45,3.7376
2513208,5947.0,50.7483,17.2188,784.35,15.9159,23.52,40.5748
2513307,5865.0,48.3887,20.3751,806.74,10.6181,20.34,45.8133
2513356,3227.0,44.8714,21.661,715.43,4.7953,24.18,13.4342
2513406,14959.0,91.8711,22.1205,1091.08,5.4942,13.07,87.393
2513505,5010.0,48.4232,25.3293,646.52,5.6497,27.07,28.651
2513604,6569.0,58.8826,19.8356,712.84,4.794,27.49,16.1234
2513653,2539.0,37.7314,20.0473,642.82,4.4574,16.95,39.5429
2513703,149910.0,88.8707,22.6423,798.63,7.1133,13.27,7.2319
2513802,4402.0,58.2008,22.0809,755.28,5.343,21.37,55.3163
2513851,2622.0,46.1098,20.061,760.73,8.3437,17.13,0.5015
2513901,32235.0,84.3741,23.8902,768.83,2.417,24.4,74.2505
2513927,4327.0,74.6707,20.7303,710.23,4.3036,19.61,57.6123
2513943,2585.0,56.0542,21.3153,736.91,3.9779,13.14,42.8261
2513968,2595.0,45.5877,18.6513,612.72,2.6915,36.03,23.0185
2513984,3137.0,40.3252,16.9908,799.27,2.3499,24.71,23.3036
2514008,4226.0,59.9858,19.6403,945.1,5.1345,15.07,49.1481
2514107,4263.0,34.3889,22.6366,646.3,27.2096,24.03,29.6884
2514206,7126.0,44.5552,21.2602,704.78,6.3457,28.79,17.9122
2514305,5034.0,58.82,23.0433,647.02,8.4255,24.9,10.0299
2514404,4083.0,41.5626,20.6711,728.77,4.2891,16.77,39.5089
2514453,5891.0,44.0842,23.9009,555.75,4.3074,26.46,0.1022
2514503,19067.0,65.8363,22.6412,820.53,5.8255,19.24,60.0991
2514552,3416.0,19.233,21.5164,600.8,5.4852,19.69,2.3018
2514602,3242.0,53.979,22.5787,706.28,12.8012,15.79,52.8182
2514651,1699.0,80.6357,22.1307,631.9,,22.98,56.0886
2514701,4138.0,71.6771,22.088,857.72,6.1468,14.58,66.289
2514800,3411.0,52.3014,19.4664,702.98,6.904,16.45,47.0497
2514909,7470.0,80.3481,17.6171,964.15,5.5537,15.07,78.7505
2515005,7066.0,43.9004,23.2097,666.13,9.7712,24.77,28.0579
2515104,11040.0,48.1703,21.875,790.63,12.2938,16.48,41.6578
2515203,3279.0,70.4483,21.7139,649.4,6.3512,20.44,53.3333
2515302,51306.0,76.0671,22.6582,745.51,7.4178,21.59,21.9743
2515401,10291.0,51.822,24.9733,565.48,11.6629,17.12,0.2349
2515500,13614.0,72.3153,20.0896,799.81,8.4385,13.95,27.9976
2515609,3094.0,81.4156,20.7822,775.82,4.1761,25.96,8.9
2515708,2942.0,77.2604,21.8559,808.7,4.2045,18.34,41.4914
2515807,6828.0,54.1154,22.232,753.33,9.4134,20.09,28.2716
2515906,4885.0,72.4872,22.6407,675.36,5.7933,25.7,3.6064
2515930,5054.0,79.2837,21.3692,740.43,11.1628,16.19,46.4452
2515971,8236.0,12.2268,22.1952,652.46,7.4969,23.14,7.0239
2516003,26774.0,79.4913,22.9588,839.65,6.512,21.59,6.6293
2516102,13968.0,76.5536,22.48,706.29,8.3002,13.66,64.8536
2516151,3345.0,63.1091,23.4978,616.53,3.0544,22.33,42.8448
2516201,67259.0,79.4496,21.8053,981.33,5.8242,16.07,76.4223
2516300,17166.0,79.6749,20.5523,880.46,6.3407,14.8,57.425
2516409,8010.0,46.3046,22.2722,650.92,4.5528,25.62,17.412
2516508,14068.0,67.6642,21.261,700.22,6.7976,17.57,63.885
2516607,14101.0,59.1518,22.9275,663.48,6.8086,22.92,32.5688
2516706,14631.0,72.0798,24.0517,702.92,4.1033,15.16,40.0239
2516755,2966.0,65.3405,21.6453,702.81,21.4765,21.34,
2516805,9892.0,51.6781,23.4129,789.08,10.8671,17.61,30.2018
2516904,14930.0,73.0944,21.0918,952.63,7.0733,19.71,64.5408
2517001,9124.0,45.3968,22.8518,654.31,7.2374,26.25,28.2522
2517100,2668.0,77.6612,19.2654,1170.44,6.7103,7.91,73.3602
2517209,4864.0,24.7738,19.634,639.99,14.6232,32.18,2.0345
2517407,2228.0,66.9659,21.6338,663.21,11.6317,20.58,53.6527
2600054,98462.0,97.8002,21.8206,846.62,13.3081,7.37,37.1106
2600104,40241.0,79.8887,22.9716,919.32,8.4473,12.88,69.8078
2600203,18674.0,32.232,24.6225,691.79,5.9078,16.51,21.1251
2600302,23779.0,79.1455,24.1516,705.78,10.0394,21.95,71.4185
2600401,26461.0,65.2319,23.956,648.88,10.5363,20.36,48.3316
2600500,41548.0,64.9273,24.8243,664.95,6.824,25.99,45.5148
2600609,13542.0,60.545,22.2715,874.61,6.2546,18.19,50.4097
2600708,35741.0,80.465,22.9904,690.2,8.7872,20.69,54.0953
2600807,20674.0,66.7118,22.1099,750.58,6.0432,23.34,58.9286
2600906,18205.0,81.3238,22.774,660.2,5.1803,19.62,63.2491
2601003,10241.0,64.1734,24.1969,715.39,10.9451,20.0,57.8826
2601052,19243.0,91.9035,24.7051,654.41,14.9446,16.27,5.5944
2601102,85088.0,59.791,25.1457,739.65,7.8903,17.46,42.5704
2601201,77742.0,93.4038,24.2636,1070.66,8.5669,10.94,86.0578
2601300,12263.0,88.184,25.1814,636.98,6.6065,23.75,62.6357
2601409,40121.0,87.5427,23.4565,716.35,9.0104,15.76,67.7149
2601508,10378.0,71.5841,23.4246,699.08,8.3012,24.1,62.0528
2601607,18301.0,66.1221,24.9822,787.99,11.7209,14.77,49.066
2601706,79507.0,85.0906,24.1601,891.95,8.0607,15.29,74.4871
2601805,11232.0,36.4583,22.5962,640.05,3.247,24.27,30.5776
2601904,61694.0,85.8868,21.7914,924.11,9.9736,18.84,71.4178
2602001,34478.0,42.8969,24.5838,682.16,5.8475,21.69,28.8589
2602100,44294.0,68.7678,23.3598,770.5,6.6921,23.11,57.2491
2602209,37629.0,47.1525,22.7644,690.72,11.5565,21.14,17.2151
2602308,37474.0,76.0634,23.9606,709.58,8.0811,20.35,67.6171
2602407,9079.0,40.9847,24.6283,636.03,2.3009,20.07,27.55
2602506,7720.0,50.8679,22.1373,773.01,9.3996,16.07,46.669
2602605,48648.0,79.7854,24.6238,675.81,4.1029,21.04,63.0117
2602704,12808.0,72.0175,22.8373,708.2,8.4726,20.58,16.4331
2602803,52097.0,42.895,25.0417,568.15,9.0314,26.27,29.5111
2602902,203440.0,93.8232,22.7433,945.95,11.2332,9.67,49.4431
2603009,30294.0,66.1055,24.7178,696.24,10.3024,14.64,69.871
2603108,19899.0,83.5921,23.172,751.83,4.1695,18.1,78.2561
2603207,28827.0,30.4194,23.9081,638.0,5.9919,22.99,29.4111
2603306,11093.0,33.8862,23.898,649.94,2.8209,20.89,38.1408
2603405,5228.0,40.3596,21.9587,734.95,11.3879,19.13,36.546
2603454,147771.0,100.0,21.4088,1097.38,7.9936,6.83,35.6073
2603504,17419.0,84.9188,23.4457,756.16,8.3687,19.76,78.9056
2603603,7750.0,85.5871,22.2452,704.26,11.7626,18.78,9.5108
2603702,24329.0,67.6189,24.0824,705.83,9.5612,23.31,54.4654
2603801,18338.0,36.7216,23.0069,632.03,6.8289,20.63,36.0471
2603900,18644.0,47.7044,21.6102,701.37,9.1465,17.94,47.8817
2603926,12239.0,16.9703,26.9221,646.68,3.2249,17.93,16.0997
2604007,79293.0,94.9466,21.7737,1015.04,10.9704,9.83,4.2239
2604106,378048.0,92.1806,24.0991,1147.39,6.0059,9.52,81.5888
2604155,12967.0,17.5522,24.4235,604.46,23.3718,20.58,11.1639
2604205,32156.0,78.5141,23.0937,751.85,6.1547,18.7,62.0556
2604304,10518.0,64.3944,24.2346,684.12,9.6583,16.57,58.9774
2604403,12984.0,81.947,23.4673,658.43,18.8198,17.62,30.771
2604502,20546.0,61.4962,23.9268,751.12,5.9204,23.43,51.2968
2604601,24587.0,92.069,23.789,767.77,11.4726,17.24,3.0599
2604700,17131.0,60.5043,24.5695,619.92,9.922,21.34,60.3024
2604809,10198.0,78.2408,23.2987,678.09,10.1771,22.68,74.6331
2604908,15920.0,48.8882,21.495,750.88,9.0256,22.5,21.8502
2605004,23518.0,94.332,23.3183,712.78,4.7291,18.72,87.8026
2605103,37699.0,67.3042,22.6292,857.53,3.9929,18.52,57.7303
2605152,17188.0,45.4329,22.4168,775.81,8.67,17.19,20.905
2605202,59891.0,88.1385,23.2906,822.04,9.5018,13.43,31.9567
2605301,31843.0,49.1725,23.776,647.76,18.8177,20.36,14.9847
2605400,21427.0,81.22,22.999,738.81,3.8434,18.83,31.5352
2605459,3167.0,97.4424,23.2397,2566.14,1.6543,1.97,79.219
2605509,15026.0,88.3003,21.9886,803.44,5.395,19.03,53.4333
2605608,20347.0,45.3335,21.1137,666.01,8.7705,23.8,34.3351
2605707,30137.0,73.2853,26.6749,843.67,6.5121,10.55,61.9983
2605806,13636.0,31.1308,20.9372,794.41,10.6193,20.67,15.4385
2605905,18214.0,81.3825,23.2568,707.33,12.9821,21.25,56.2611
2606002,142506.0,90.933,23.6685,1128.17,8.6719,10.96,59.5729
2606101,29347.0,70.8352,23.1063,691.86,9.6252,16.97,52.0919
2606200,81055.0,94.1065,22.4872,839.04,7.9532,11.1,28.4207
2606309,6967.0,55.1457,24.0706,697.41,10.4862,18.79,39.8759
2606408,86516.0,85.6813,22.471,1029.73,7.5911,14.96,60.2139
2606507,17165.0,46.9735,24.2004,670.09,7.7321,27.22,35.7772
2606606,26593.0,55.932,24.7998,646.06,11.3398,24.25,51.0552
2606705,7140.0,45.9104,21.5826,704.48,4.925,22.73,44.3014
2606804,115196.0,95.6908,22.4704,880.67,11.285,8.48,15.632
2606903,11081.0,53.2353,20.2238,691.37,17.9414,18.14,45.2393
2607000,25603.0,45.4634,26.9812,506.86,21.6057,22.47,27.4419
2607109,4765.0,52.6128,22.5603,728.49,6.6164,16.72,42.3168
2607208,98932.0,85.677,25.3487,829.65,8.9246,11.36,48.1546
2607307,29009.0,65.0695,25.6817,677.16,9.1394,18.42,31.7899
2607406,4284.0,73.436,24.4631,662.99,6.2453,11.0,74.5536
2607505,32650.0,34.1194,24.1868,603.53,19.0754,27.38,32.0686
2607604,24540.0,85.9332,23.423,871.13,13.8003,9.02,2.3014
2607653,34935.0,91.9565,23.6096,728.38,7.3654,23.08,12.7188
2607703,13791.0,62.7656,19.4982,874.77,5.271,15.58,61.6141
2607752,27749.0,98.5765,28.6929,745.48,11.5933,9.6,9.9866
2607802,16554.0,80.8687,24.8158,625.18,5.996,18.79,22.8077
2607901,644037.0,99.2775,22.0167,1141.05,9.0184,6.74,42.0479
2607950,10247.0,66.0193,25.5977,544.67,12.8603,20.21,52.9736
2608008,15843.0,64.0851,25.355,627.22,6.9056,23.64,45.4214
2608057,14020.0,59.6933,21.9116,826.57,11.3488,15.34,53.7871
2608107,27725.0,58.817,21.8792,727.48,16.0351,22.93,40.7361
2608206,13269.0,80.413,23.9506,689.95,9.2308,19.64,56.4185
2608255,11517.0,45.5848,23.6086,651.62,4.5707,19.67,42.1563
2608305,15329.0,65.3793,23.4979,802.92,4.7267,19.59,56.4088
2608404,13648.0,79.6014,23.9083,613.2,12.529,24.98,66.3118
2608453,17981.0,76.1192,22.8964,736.67,6.4185,16.62,19.5992
2608503,19003.0,83.2868,22.728,702.56,8.1475,17.93,24.8994
2608602,11933.0,57.1189,23.5565,631.35,15.0656,24.6,50.289
2608701,14076.0,66.624,23.3092,619.0,2.354,28.07,48.6008
2608750,24088.0,70.5621,25.4691,740.89,8.2276,15.64,58.982
2608800,39582.0,80.577,23.4399,731.14,5.5673,15.6,59.3095
2608909,56510.0,80.9804,22.3058,937.06,8.9182,12.57,40.4448
2609006,23879.0,75.9328,23.8075,730.04,4.8617,19.96,71.5094
2609105,11333.0,75.4257,23.7183,730.09,10.8208,16.76,8.5134
2609154,23763.0,23.0484,28.3592,359.1,18.5021,27.67,2.9131
2609204,9359.0,73.9182,24.0197,663.74,7.6759,22.67,25.4686
2609303,14166.0,51.3836,25.54,719.61,3.8084,14.75,46.8995
2609402,55292.0,90.4597,22.5385,783.46,17.6739,11.19,50.0077
2609501,30648.0,92.3225,21.003,908.93,8.6916,14.17,72.3837
2609600,349976.0,100.0,20.9626,1277.73,9.0217,5.2,53.8397
2609709,21808.0,45.3733,23.175,685.96,8.1386,20.66,27.3711
2609808,13613.0,37.8168,25.3581,578.24,2.9907,14.68,36.5842
2609907,65245.0,51.8461,24.8448,725.6,8.7224,19.7,50.249
2610004,54584.0,78.4497,23.5344,872.56,9.0431,15.93,63.2613
2610103,7031.0,64.8414,22.6568,744.56,8.6826,21.51,40.1454
2610202,22991.0,62.2504,22.8742,609.74,5.9829,26.29,56.9582
2610301,12199.0,20.7968,22.5592,567.51,5.0705,21.36,2.995
2610400,18612.0,42.8326,23.6568,704.76,9.7397,18.92,40.4535
2610509,28340.0,51.7925,22.0007,698.48,8.7084,21.07,17.0297
2610608,56665.0,82.9348,23.1113,1129.46,11.8617,14.48,27.4323
2610707,342167.0,99.9471,20.7115,1197.17,8.4274,4.19,51.6286
2610806,22795.0,55.2972,23.9614,566.96,8.4958,25.4,40.1424
2610905,62722.0,72.6444,23.6504,863.67,6.9731,16.3,60.8905
2611002,34161.0,72.5037,24.4724,745.92,11.7489,12.12,59.5328
2611101,386791.0,90.3529,26.2992,1290.18,6.2221,7.4,70.5079
2611200,10500.0,64.3619,23.6857,654.04,15.0938,19.83,54.8387
2611309,27552.0,65.0044,22.1944,774.09,6.3004,19.96,51.8
2611408,13838.0,62.5018,24.9313,660.57,6.1742,17.43,27.951
2611507,17928.0,70.3871,24.71,633.82,8.0711,25.07,63.2696
2611533,6554.0,51.5105,22.6579,551.89,20.2692,18.3,41.0628
2611606,1488920.0,100.0,21.1324,2284.77,7.8098,4.65,67.4355
2611705,20639.0,51.1023,22.5302,744.57,3.4697,21.71,48.4825
2611804,33507.0,83.5079,22.5266,833.71,7.5531,16.14,58.1187
2611903,20009.0,72.4724,24.3141,729.18,7.9842,14.59,34.2808
2612000,10887.0,60.3013,21.8609,838.63,8.7412,22.53,27.0763
2612109,5727.0,35.8477,20.22,771.72,8.2583,27.54,11.214
2612208,62372.0,80.464,23.7927,952.41,8.774,10.31,64.7889
2612307,13836.0,58.6008,21.8922,658.78,10.0929,23.95,49.76
2612406,18624.0,76.3048,23.5664,656.04,17.8191,16.96,50.4165
2612455,13841.0,38.1114,25.2222,661.87,12.4358,19.17,34.1503
2612471,11567.0,54.9321,22.106,629.41,5.7867,15.32,49.2717
2612505,98254.0,97.4505,26.7419,965.72,4.5461,11.3,88.9577
2612554,12106.0,36.6678,23.2695,600.05,10.5449,23.1,9.3376
2612604,40578.0,36.8303,24.8213,698.96,3.943,14.52,39.8595
2612703,14013.0,28.1881,24.0491,698.75,15.257,23.39,19.413
2612802,10244.0,65.8629,22.6279,710.2,11.6011,16.32,77.022
2612901,13113.0,61.8928,22.1307,606.58,3.5382,34.05,40.0675
2613008,49449.0,60.4522,24.9004,678.99,9.7744,19.37,50.3636
2613107,37126.0,79.2167,23.6357,698.82,11.185,20.77,59.7252
2613206,23837.0,54.2098,24.0676,739.27,6.1268,19.02,24.309
2613305,20037.0,73.6937,22.9326,646.01,8.9808,25.05,71.1787
2613404,18825.0,76.9084,23.9894,953.27,4.804,13.61,1.0814
2613503,34843.0,56.7919,23.4739,780.35,12.8184,16.0,40.4026
2613602,31004.0,66.6527,21.1392,818.37,8.3992,15.15,60.8861
2613701,111249.0,95.0462,21.7144,850.82,9.4305,11.03,40.3546
2613800,16677.0,73.3465,24.7886,623.2,6.6654,20.85,52.3196
2613909,92228.0,80.1178,23.7509,992.09,7.5438,13.26,76.841
2614006,18207.0,35.8873,23.9523,632.57,14.8946,19.4,27.967
2614105,32811.0,57.2582,21.9652,787.05,12.7472,18.26,50.1062
2614204,37596.0,80.7772,24.5611,728.49,8.9399,14.88,33.6614
2614303,10540.0,63.7381,24.0038,640.24,26.7788,17.12,16.0023
2614402,5210.0,37.025,21.8618,650.08,5.013,17.08,32.6837
2614501,64120.0,78.9941,23.3219,868.11,7.8999,16.15,48.8953
2614600,27681.0,75.6801,23.1964,836.97,6.3729,14.4,71.1107
2614709,13738.0,56.6676,23.1548,667.75,5.5913,25.42,44.4375
2614808,23902.0,47.8705,24.3954,581.9,10.5033,17.68,27.7271
2614857,23561.0,79.8481,25.139,807.27,7.4282,12.1,53.2102
2615003,24736.0,70.7147,23.6457,869.56,3.2002,13.79,53.936
2615102,6513.0,50.2533,22.5242,627.03,9.7424,23.8,43.1955
2615201,8920.0,68.0717,23.2623,676.58,11.4148,14.87,64.0719
2615300,46147.0,85.9146,22.0664,824.27,10.8563,15.03,64.984
2615409,41137.0,98.1112,27.1678,775.68,4.251,13.32,77.6824
2615508,13867.0,83.0966,22.485,697.46,14.8781,16.71,27.0096
2615607,30321.0,79.6082,25.9985,700.43,7.3651,15.97,40.2869
2615706,14705.0,58.5719,21.3533,988.78,4.5305,10.3,20.9249
2615805,26937.0,39.262,26.7699,507.68,10.3807,28.27,34.647
2615904,8005.0,81.0868,19.7502,802.72,6.9734,13.87,61.6322
2616001,17251.0,65.3469,23.9233,812.65,6.4307,17.3,56.7362
2616100,9169.0,30.1669,23.5795,697.9,7.5658,16.79,37.0859
2616183,7558.0,25.774,21.9767,693.87,11.277,26.11,11.2241
2616209,21959.0,74.6937,23.8809,820.75,3.7169,18.42,52.1374
2616308,26359.0,58.811,23.8438,752.56,9.0909,17.79,47.1962
2616407,134084.0,90.5134,22.779,945.42,7.9411,13.53,69.7404
2616506,11611.0,90.5865,23.4002,639.13,8.9957,24.3,75.4239
2700102,19008.0,32.1654,24.8843,625.07,11.7922,20.07,29.4396
2700201,13966.0,66.0819,22.3973,686.24,16.2046,26.79,31.2147
2700300,234696.0,92.2099,24.4026,1080.25,7.0145,13.69,20.7158
2700409,37512.0,71.4171,25.0533,711.54,10.7893,23.58,22.1414
2700508,16365.0,95.5026,25.1329,823.52,9.2747,18.62,8.3955
2700607,7944.0,94.6375,24.7608,1090.24,2.6527,12.62,39.8734
2700706,16448.0,74.2096,24.9453,781.96,6.0251,21.5,40.0742
2700805,4722.0,51.4824,22.554,785.36,6.0161,21.92,7.3389
2700904,5936.0,19.6429,24.2082,552.98,19.1214,27.3,1.4642
2701001,21187.0,90.6924,22.8159,747.1,8.1813,21.89,65.1716
2701100,9603.0,64.7194,23.5343,590.5,10.0895,31.79,58.6815
2701209,10482.0,54.2931,23.8409,674.58,2.968,30.22,0.6423
2701308,16024.0,90.4269,24.0389,735.55,10.8478,24.44,28.5628
2701357,6665.0,90.3826,25.4164,700.77,4.159,21.61,69.9043
2701407,32106.0,95.4401,25.9204,751.21,8.9312,20.06,29.667
2701506,8143.0,50.4974,23.7259,550.5,4.8974,29.73,16.5725
2701605,15559.0,35.0922,24.3525,628.19,8.8933,25.97,4.1411
2701704,15032.0,79.6434,24.9268,743.82,6.4571,21.24,72.172
2701803,8999.0,65.1961,26.6807,607.69,9.833,20.34,4.9234
2701902,5910.0,72.132,23.8917,674.99,2.4215,25.63,21.4397
2702009,10810.0,47.5116,23.3858,649.14,37.0954,26.51,0.2771
2702108,15816.0,83.2575,25.0569,704.1,6.5698,23.92,78.4583
2702207,5581.0,89.6255,23.9742,846.43,1.3361,15.28,59.2792
2702306,50414.0,89.132,24.0925,849.84,7.1549,17.57,26.3174
2702355,25397.0,50.5768,24.8573,558.43,3.1983,26.64,7.1092
2702405,51318.0,79.892,23.937,919.98,10.5888,14.8,66.733
2702504,9805.0,56.9913,26.3539,614.92,7.7286,24.85,0.1225
2702553,15429.0,27.3316,21.3818,603.82,14.4464,31.61,1.5523
2702603,22712.0,35.8973,24.7578,543.54,8.446,27.25,1.6759
2702702,3963.0,80.3936,23.8456,731.46,5.9972,21.49,4.2954
2702801,9618.0,70.0354,24.0902,656.18,6.4783,24.49,59.9742
2702900,36102.0,33.9926,25.6052,607.35,8.602,24.65,6.3435
2703007,13731.0,83.002,24.5867,666.04,5.2096,26.17,64.7764
2703106,23995.0,25.2344,22.0254,646.11,9.3606,25.05,7.8832
2703205,21372.0,21.0369,22.5856,525.81,7.4646,27.01,16.7254
2703304,15167.0,43.3705,24.0852,599.89,4.7896,27.87,2.3576
2703403,5083.0,62.2074,24.159,724.87,6.8986,19.37,2.9412
2703502,5352.0,74.346,24.1592,677.81,5.8061,24.42,47.173
2703601,9219.0,62.3712,26.0657,827.16,7.1556,18.15,7.1006
2703700,4985.0,50.8927,23.2497,637.77,4.0311,29.44,32.163
2703759,9470.0,44.8152,24.2239,778.85,3.6203,18.88,9.8827
2703809,17150.0,66.6706,24.9563,618.24,6.5047,28.35,8.3224
2703908,4092.0,77.3949,23.0205,714.04,4.9893,23.76,21.6533
2704005,23907.0,48.994,23.9428,749.29,1.6978,23.19,5.622
2704104,18457.0,53.1126,25.5404,633.44,13.2859,24.59,5.3075
2704203,24740.0,35.3557,24.907,652.14,8.7341,24.06,0.4469
2704302,957916.0,99.9663,23.8942,1605.6,7.2696,7.74,48.2924
2704401,17700.0,55.8362,24.4859,744.14,4.5462,24.76,1.9558
2704500,32174.0,78.9675,25.7693,833.62,4.094,19.06,33.3034
2704609,9534.0,53.6186,23.0858,713.11,7.6384,24.68,0.1248
2704708,60370.0,97.9626,24.1743,1208.19,6.6413,11.68,28.752
2704807,13679.0,74.0332,23.6567,783.47,8.349,21.43,68.6584
2704906,3155.0,48.2726,23.3597,904.73,6.5379,19.16,23.4463
2705002,21844.0,26.4695,24.1668,528.9,11.1237,28.82,9.3241
2705101,23857.0,91.5999,25.4642,681.56,8.0949,22.22,4.6173
2705200,15405.0,87.0951,24.4336,643.98,15.8584,19.73,42.4583
2705309,4845.0,46.2126,22.3736,646.55,6.4176,29.31,0.3085
2705408,7184.0,40.0195,25.0974,635.08,6.8163,24.2,0.6332
2705507,25187.0,91.1264,25.0447,749.66,11.1825,22.37,86.6096
2705606,10020.0,72.4651,24.1317,705.65,5.8124,24.23,54.5202
2705705,20695.0,68.7074,24.0686,697.42,6.5776,18.73,3.0057
2705804,8349.0,53.192,25.4641,576.56,5.9587,24.47,25.6154
2705903,4330.0,30.3233,25.0115,436.54,15.3846,27.0,0.2179
2706000,10812.0,42.1939,25.0277,521.06,4.9113,26.97,4.6993
2706109,11446.0,65.9969,24.6811,758.14,7.1856,19.99,0.403
2706208,4325.0,72.4393,25.7341,726.16,5.9116,18.52,2.1953
2706307,71574.0,74.0576,22.6367,878.62,8.1593,16.04,18.5867
2706406,23823.0,47.0722,24.3378,738.27,7.7108,21.31,8.6164
2706422,10573.0,31.5048,26.5298,606.59,7.9459,20.46,5.9166
2706448,13835.0,94.9042,24.8717,1071.88,4.3848,13.36,7.5063
2706505,13804.0,70.1391,26.5213,721.98,5.5983,18.72,3.9489
2706604,6576.0,79.5316,23.9811,731.19,19.617,22.48,34.9629
2706703,58650.0,80.3649,23.1407,911.94,8.2701,15.94,17.9287
2706802,15908.0,83.216,24.2205,689.66,9.347,21.49,24.2424
2706901,35370.0,97.9389,23.7829,819.78,9.7104,16.3,33.4397
2707008,2731.0,58.074,24.3867,674.19,21.0898,23.6,0.7238
2707107,22609.0,75.2709,25.5695,826.25,8.5945,18.17,48.0495
2707206,12518.0,18.07,23.9575,509.59,8.4022,25.72,2.7414
2707305,24071.0,83.5321,25.8028,796.62,7.9422,17.59,10.4767
2707404,9295.0,76.4605,25.8096,731.48,1.4697,19.4,17.1631
2707503,20082.0,46.5093,24.156,571.27,7.676,23.85,33.5125
2707602,11080.0,64.7563,22.87,699.05,5.9094,22.48,39.4515
2707701,93927.0,97.9388,24.1475,778.71,11.9529,11.33,47.5024
2707800,6474.0,91.1029,27.2011,665.34,8.45,23.95,46.9552
2707909,6919.0,98.5547,26.0298,692.89,2.9204,12.86,23.3516
2708006,46220.0,66.8001,25.5733,721.11,9.0656,18.8,23.5793
2708105,11323.0,61.5473,25.0729,642.22,8.3738,24.75,44.7969
2708204,6555.0,60.2288,23.3867,557.56,13.2475,24.79,11.4608
2708303,20813.0,78.3789,24.8306,702.25,8.7129,26.07,71.6359
2708402,30604.0,44.0498,27.0455,603.09,8.8105,23.8,7.3212
2708501,30873.0,75.5255,26.162,750.66,4.0551,21.91,4.3441
2708600,51990.0,95.9415,24.7432,912.83,10.4992,14.16,63.6014
2708709,8482.0,93.7868,25.7251,959.27,3.7151,15.37,9.0875
2708808,31786.0,43.8778,24.7027,672.44,12.4011,24.82,1.3938
2708907,24278.0,96.1694,23.4945,970.21,5.0957,8.9,77.9188
2708956,12303.0,31.789,27.473,560.65,6.9634,23.08,16.0011
2709004,5796.0,36.9738,21.7046,687.88,5.2704,28.43,0.4847
2709103,19032.0,49.6059,22.1259,618.0,9.8594,22.58,4.236
2709152,38053.0,84.448,25.8613,740.39,8.8301,19.73,41.236
2709202,23565.0,30.906,25.1984,599.73,6.9543,29.78,4.7729
2709301,59280.0,83.2675,24.0047,768.95,5.702,21.51,79.999
2709400,24092.0,77.092,24.2944,742.73,8.7514,22.0,21.4096
2800100,2170.0,78.3871,22.3502,773.49,4.4881,16.54,33.5128
2800209,20131.0,58.8495,23.4464,782.01,19.5367,18.61,41.4858
2800308,602757.0,99.9977,22.6065,2087.74,7.8675,4.61,87.4465
2800407,10318.0,42.4016,23.2506,749.83,7.8899,21.1,0.3581
2800506,18081.0,77.3962,26.5417,794.41,11.4621,16.1,1.8214
2800605,41511.0,99.1207,22.8132,1589.75,10.0491,5.35,73.0671
2800670,24636.0,72.1465,22.0287,880.42,12.0651,16.6,3.857
2800704,7841.0,50.1594,26.3614,554.26,6.1545,23.6,33.8325
2801009,18149.0,63.7997,24.1281,921.66,5.2324,17.43,18.1684
2801108,3791.0,40.9654,23.6349,689.22,7.1085,21.52,8.9905
2801207,26834.0,66.7139,26.936,707.36,10.3609,22.06,48.1864
2801306,31645.0,69.379,24.2534,698.56,8.1576,16.67,11.5069
2801405,19939.0,63.0774,23.1255,712.75,7.8324,22.64,10.6771
2801504,13853.0,96.6578,25.0776,766.36,18.4724,9.49,80.1877
2801603,5391.0,86.7557,22.148,764.19,12.79,13.68,48.836
2801702,17100.0,77.6784,25.5439,661.19,11.7201,20.28,1.2854
2801900,3824.0,58.0282,22.9079,711.39,19.7258,20.51,20.2485
2802007,4340.0,50.0,23.4332,789.16,7.3698,13.73,17.137
2802106,65078.0,87.9314,23.2137,896.64,12.278,11.7,34.5937
2802205,5975.0,66.5941,25.2218,640.0,14.0063,20.59,40.3774
2802304,14530.0,81.4659,24.267,851.07,6.5396,17.97,46.0916
2802403,11096.0,28.1453,22.9001,700.41,9.6958,23.88,15.8015
2802502,3037.0,68.0277,22.9503,765.34,11.2174,12.59,36.8137
2802601,5834.0,49.7943,21.3747,665.05,2.3863,21.54,28.5106
2802700,8321.0,90.5781,24.3721,522.34,6.0296,17.75,16.7691
2802809,16549.0,33.1984,24.8233,611.83,6.0868,17.77,5.4552
